subject,experiment,task_type,trial_number,target_pair_type,target_pair_condition,target_triad_index,response_correct,response_time
7,1a,speeded_recognition,43,foil,blocked,N/A,correct,2006
7,1a,speeded_recognition,44,BC,intermixed,5,correct,1355
7,1a,speeded_recognition,45,BC,blocked,1,correct,863
7,1a,speeded_recognition,46,foil,intermixed,N/A,correct,1490
7,1a,speeded_recognition,47,BC,blocked,3,correct,856
7,1a,speeded_recognition,48,AC,intermixed,5,incorrect,1304
7,1a,explicit_inference,1,AC,intermixed,6,correct,6253
7,1a,explicit_inference,2,AC,intermixed,4,incorrect,4953
7,1a,explicit_inference,3,AC,blocked,3,correct,3386
7,1a,explicit_inference,4,AC,blocked,2,incorrect,6924
7,1a,explicit_inference,5,AC,intermixed,5,correct,4460
7,1a,explicit_inference,6,AC,blocked,1,correct,5173
7,1a,explicit_inference,7,AC,intermixed,5,correct,2762
7,1a,explicit_inference,8,AC,blocked,1,correct,3597
7,1a,explicit_inference,9,AC,blocked,2,correct,4333
7,1a,explicit_inference,10,AC,intermixed,6,correct,3217
7,1a,explicit_inference,11,AC,intermixed,4,correct,4360
7,1a,explicit_inference,12,AC,blocked,3,correct,2734
8,1a,speeded_recognition,1,AC,intermixed,6,correct,1079
8,1a,speeded_recognition,2,AB,blocked,2,correct,1306
8,1a,speeded_recognition,3,foil,intermixed,N/A,correct,1018
8,1a,speeded_recognition,4,BC,intermixed,5,correct,955
8,1a,speeded_recognition,5,AC,blocked,1,correct,1507
8,1a,speeded_recognition,6,foil,intermixed,N/A,correct,1127
8,1a,speeded_recognition,7,BC,intermixed,4,correct,969
8,1a,speeded_recognition,8,AC,blocked,2,correct,1625
8,1a,speeded_recognition,9,AB,intermixed,4,correct,757
8,1a,speeded_recognition,10,BC,blocked,3,correct,1219
8,1a,speeded_recognition,11,BC,intermixed,6,correct,1213
8,1a,speeded_recognition,12,AB,blocked,3,incorrect,1172
8,1a,speeded_recognition,13,foil,blocked,N/A,correct,1329
8,1a,speeded_recognition,14,AB,intermixed,5,correct,1135
8,1a,speeded_recognition,15,foil,blocked,N/A,correct,1350
8,1a,speeded_recognition,16,BC,blocked,1,correct,1201
8,1a,speeded_recognition,17,AB,intermixed,6,correct,1443
8,1a,speeded_recognition,18,AB,blocked,3,correct,1584
8,1a,speeded_recognition,19,foil,blocked,N/A,correct,1678
8,1a,speeded_recognition,20,BC,intermixed,6,correct,1134
8,1a,speeded_recognition,21,BC,blocked,2,correct,828
8,1a,speeded_recognition,22,BC,intermixed,4,correct,791
8,1a,speeded_recognition,23,BC,blocked,3,correct,775
8,1a,speeded_recognition,24,AC,intermixed,6,correct,1454
8,1a,speeded_recognition,25,AC,blocked,2,correct,1727
8,1a,speeded_recognition,26,AB,intermixed,4,correct,891
